HH|DECILE|ZONE_NBR|HOH_AGE|HH_INCOME|HH_SIZE|HH_ADULTS|HH_CHILDREN
5886505|1|1|54|62500|6|2|4
5891013|1|1|65|62500|4|4|0
5892831|1|1|60|62500|6|5|1
5894645|1|1|53|62500|3|3|0
5896581|1|1|72|62500|2|1|1
5898733|1|1|36|62500|3|3|0
5899207|1|1|71|62500|2|2|0
5899332|1|1|56|62500|8|4|4
5899717|1|1|58|62500|2|2|0
5939408|1|1|37|62500|2|2|0
5941718|1|1|52|62500|3|3|0
5948831|1|1|36|62500|5|2|3
5985311|1|1|41|62500|3|2|1
6006011|1|1|35|62500|3|2|1
6030322|1|1|35|62500|4|4|2
6042936|1|1|36|62500|6|6|0
6055623|1|1|38|62500|2|2|0
6084511|1|1|41|62500|2|2|0
6085735|1|1|38|62500|3|2|1
6120361|1|1|61|62500|8|6|2
6159512|1|1|67|62500|4|4|0
6175954|1|1|79|62500|2|2|0
6182857|1|1|71|62500|3|2|1
6183744|1|1|59|62500|5|3|2
6241510|1|1|77|62500|4|4|0
6248040|1|1|55|62500|2|1|1
6275268|1|1|45|62500|5|4|1
6276775|1|1|57|62500|3|3|0
6284363|1|1|57|62500|||
6293158|1|1|58|62500|6|5|1
6296207|1|1|53|62500|3|2|1
6296453|1|1|52|62500|1|1|0
6312442|1|1|64|62500|5|5|0
6313926|1|1|60|62500|3|2|1
6314780|1|1|67|62500|3|3|0
6326595|1|1|64|62500|4|4|0
6340007|1|1|36|62500|3|2|1
6361885|1|1|37|62500|3|2|1
6376319|1|1|78|62500|3|3|0
6378384|1|1|80|62500|1|1|0
6382561|1|1|40|62500|3|2|1
6630896|1|1|60|62500|1|1|0
6649228|1|1|61|62500|3|2|1
6650910|1|1|61|62500|4|4|0
6654149|1|1|28|62500|4|3|1
6660457|1|1|50|62500|6|3|3
6669024|1|1|71|62500|3|3|1
6684116|1|1|73|62500|3|2|1
6692885|1|1|45|62500|3|2|1
6706367|1|1|65|62500|6|3|3
6809311|1|1|43|62500|3|2|1
6811610|1|1|61|62500|4|4|0
6830666|1|1|42|62500|6|3|3
6844738|1|1|28|62500|2|2|0
6855605|1|1|55|62500|6|4|2
6862077|1|1|63|62500|1|1|0
6867893|1|1|57|62500|3|2|1
6875603|1|1|84|62500|5|3|2
6903677|1|1|53|62500|7|6|1
6916993|1|1|35|62500|1|1|0
6922237|1|1|58|62500|4|4|0
6943738|1|1|30|62500|2|2|0
6946381|1|1|39|62500|3|2|1
6959534|1|1|46|62500|2|1|1
6962712|1|1|37|62500|6|6|1
6970731|1|1|35|62500|3|2|1
6997742|1|1|34|62500|3|2|1
7002382|1|1|38|62500|2|1|1
7016292|1|1|38|62500|5|5|0
7039642|1|1|54|62500|4|3|1
7073176|1|1|37|62500|1|1|0
7079870|1|1|35|62500|3|2|1
7147070|1|1|47|62500|3|2|1
7168093|1|1|35|62500|5|2|3
7248646|1|1|67|62500|4|3|1
7281142|1|1||62500|||
7295508|1|1|37|62500|5|3|2
7301939|1|1|49|62500|2|1|1
7302018|1|1|52|62500|4|3|1
7307898|1|1|51|62500|6|5|1
7312133|1|1|50|62500|5|3|2
7313218|1|1|57|62500|5|3|2
7314250|1|1|46|62500|5|4|1
7315668|1|1|46|62500|4|2|2
7316885|1|1|58|62500|1|1|0
7317890|1|1|63|62500|6|5|1
7333346|1|1|57|62500|6|5|1
7333587|1|1|60|62500|5|4|1
7333719|1|1|48|62500|4|3|1
7335752|1|1|68|62500|2|2|0
7336470|1|1|62|62500|4|3|1
7336666|1|1|65|62500|3|3|0
7337293|1|1|58|62500|4|4|0
7344708|1|1|56|62500|3|2|1
7345331|1|1|68|62500|4|4|0
7346142|1|1|68|62500|4|3|1
7357743|1|1|57|62500|9|6|3
7362409|1|1|70|62500|2|2|0
7362940|1|1|72|62500|2|2|0
7362996|1|1|65|62500|3|3|0
7363216|1|1|68|62500|2|2|0
7363589|1|1|63|62500|3|3|0
7367950|1|1|75|62500|2|2|0
7369925|1|1|63|62500|5|3|3
7373004|1|1|62|62500|2|1|1
7374274|1|1|72|62500|2|2|0
7374446|1|1|56|62500|4|3|1
7390365|1|1|43|62500|5|2|3
7573154|1|1|38|62500|8|5|3
7585314|1|1|40|62500|3|2|1
7591816|1|1|55|62500|1|1|0
7602649|1|1|52|62500|||
7629400|1|1|39|62500|4|2|2
7666651|1|1|39|62500|5|4|1
7667009|1|1|50|62500|3|2|1
7698420|1|1|72|62500|3|2|1
7737480|1|1|45|62500|1|1|0
7741696|1|1|36|62500|1|1|0
7775543|1|1|24|62500|2|2|0
7803605|1|1|40|62500|4|3|1
7805114|1|1|64|62500|5|5|0
7806644|1|1|40|62500|3|2|1
7827371|1|1|73|62500|5|5|1
7835209|1|1|49|62500|1|1|0
7841371|1|1|37|62500|3|2|1
7849026|1|1|38|62500|4|3|1
7867898|1|1|40|62500|3|3|0
7923109|1|1|38|62500|3|2|1
7948016|1|1|36|62500|5|4|1
7951713|1|1|47|62500|3|2|1
8115846|1|1|36|62500|3|2|1
8134769|1|1|36|62500|1|1|0
8149458|1|1|55|62500|1|1|0
8208241|1|1|45|62500|3|2|1
8270120|1|1|38|62500|||
8281636|1|1|39|62500|2|2|1
8409171|1|1|29|62500|1|1|0
8463311|1|1|51|62500|5|4|1
8478405|1|1|43|62500|6|3|3
8483523|1|1|60|62500|||
8504644|1|1|42|62500|3|3|1
8506244|1|1|32|62500|3|2|1
8506972|1|1|34|62500|3|2|1
8580659|1|1|53|62500|5|4|1
8612678|1|1|42|62500|2|1|1
8629163|1|1|48|62500|2|2|0
8630165|1|1|66|62500|3|3|0
8630523|1|1|53|62500|3|2|1
8631323|1|1|76|62500|3|2|1
8652663|1|1|57|62500|4|4|0
8669641|1|1|37|62500|4|2|2
8672533|1|1|70|62500|2|2|0
8725458|1|1|36|62500|1|1|0
8754289|1|1|82|62500|4|3|1
8757553|1|1|47|62500|4|3|1
8787262|1|1|40|62500|3|2|1
8790072|1|1|40|62500|3|2|1
8817468|1|1|35|62500|3|2|1
8918621|1|1|39|62500|5|4|1
8919771|1|1|33|62500|4|2|2
8941945|1|1|33|62500|2|1|1
8945819|1|1|41|62500|3|2|1
8955418|1|1|50|62500|2|1|1
8956582|1|1|31|62500|4|3|1
8971815|1|1|43|62500|4|2|2
8989309|1|1|65|62500|1|1|0
9001620|1|1|35|62500|||
9036441|1|1|70|62500|2|1|1
9038964|1|1|60|62500|6|6|0
9039870|1|1|84|62500|5|3|2
9042632|1|1|59|62500|4|3|1
9045228|1|1|37|62500|3|2|1
9087201|1|1|51|62500|1|1|0
9110855|1|1|43|62500|3|2|1
9115941|1|1|34|62500|3|2|1
9157055|1|1|40|62500|3|3|0
9183811|1|1|57|62500|3|2|1
9190036|1|1|70|62500|5|5|0
9194602|1|1|64|62500|4|4|0
9195270|1|1|76|62500|3|3|0
9197536|1|1|74|62500|5|4|1
9248901|1|1|55|62500|2|2|0
9370394|1|1|39|62500|2|2|0
9378510|1|1|61|62500|2|2|0
9378735|1|1|33|62500|5|5|0
9379217|1|1|34|62500|3|3|0
9418969|1|1|37|62500|3|2|1
9419077|1|1|46|62500|2|2|0
9476435|1|1|36|62500|5|3|2
9489235|1|1|36|62500|7|6|1
9492446|1|1|38|62500|3|2|1
9512687|1|1|37|62500|3|2|1
9548235|1|1|55|62500|3|2|1
9548420|1|1|66|62500|8|6|2
9584231|1|1|74|62500|6|4|2
9587727|1|1||62500|||
9608094|1|1|36|62500|6|5|1
9649552|1|1|37|62500|3|2|1
9672095|1|1|66|62500|3|3|0
9673451|1|1|60|62500|4|3|1
9677028|1|1|33|62500|5|4|3
9733225|1|1|28|62500|1|1|0
9823836|1|1|73|62500|3|2|1
9830558|1|1|43|62500|5|2|3
9831736|1|1|27|62500|4|4|0
9845798|1|1|37|62500|4|2|2
9857556|1|1|25|62500|5|3|2
9930920|1|1|60|62500|4|3|2
9933141|1|1|82|62500|3|3|0
9942739|1|1|33|62500|2|2|0
10059229|1|1|43|62500|2|2|0
10114415|1|1|64|62500|3|3|0
10627684|1|1|34|62500|2|2|0
10860318|1|1|33|62500|2|2|0
10959044|1|1|36|62500|3|3|0
11373303|1|1|35|62500|7|3|4
11672524|1|1|28|62500|6|4|2
11677628|1|1|75|62500|2|1|1
11812452|1|1|58|62500|2|2|0
11974878|1|1|33|62500|2|2|0
13536122|1|1|57|62500|2|1|1
13940804|1|1|57|62500|2|2|0
14074464|1|1|59|62500|2|1|1
14091256|1|1|70|62500|4|4|0
14374247|1|1|31|62500|4|4|0
14442363|1|1|45|62500|2|2|0
10716|1|1|51|87500|5|4|1
60655|1|1|68|87500|5|5|0
144161|1|1|92|87500|2|2|0
172612|1|1|54|87500|3|3|0
197576|1|1|65|87500|3|2|1
300454|1|1|63|87500|2|2|0
300801|1|1|67|87500|5|4|1
320366|1|1|61|87500|2|1|1
333295|1|1|31|87500|2|2|0
349256|1|1|66|87500|2|2|0
349578|1|1|52|87500|6|4|2
386680|1|1|57|87500|8|5|3
394509|1|1|54|87500|5|4|1
401705|1|1|80|87500|3|2|1
449842|1|1|64|87500|3|2|1
452284|1|1|32|87500|5|5|1
480958|1|1|35|87500|5|3|3
512375|1|1|57|87500|7|5|2
526441|1|1|72|87500|2|2|0
529641|1|1|46|87500|3|2|1
533852|1|1|56|87500|4|2|2
552414|1|1|56|87500|4|4|0
563636|1|1|62|87500|3|3|0
566057|1|1|62|87500|5|4|1
575190|1|1|55|87500|5|3|2
587119|1|1|55|87500|7|4|3
600387|1|1|77|87500|3|3|0
687202|1|1|57|87500|4|3|1
746264|1|1|34|87500|2|2|1
822273|1|1|49|87500|4|2|2
865219|1|1|51|87500|3|2|1
886310|1|1|38|87500|2|2|0
897509|1|1|68|87500|4|4|0
943019|1|1|74|87500|2|2|0
943152|1|1|68|87500|4|4|0
943492|1|1|62|87500|6|2|4
958076|1|1|54|87500|3|2|1
975317|1|1|72|87500|6|6|0
978449|1|1|51|87500|5|4|1
997587|1|1|80|87500|2|2|0
1003759|1|1|88|87500|2|2|0
1013002|1|1|66|87500|3|3|0
1027128|1|1|48|87500|3|3|0
1033713|1|1|74|87500|3|2|1
1051736|1|1|70|87500|2|2|0
1073014|1|1|57|87500|5|4|1
1079303|1|1|67|87500|3|3|0
1100152|1|1|28|87500|3|2|1
1164613|1|1|48|87500|4|2|2
1200160|1|1|70|87500|4|4|0
1200701|1|1|66|87500|2|2|0
1201127|1|1|58|87500|6|5|1
1261701|1|1|36|87500|2|2|0
1275543|1|1|57|87500|6|6|0
1309646|1|1|31|87500|3|2|1
1315677|1|1|47|87500|2|1|1
1341302|1|1|67|87500|4|4|0
1364568|1|1|29|87500|6|6|0
1365104|1|1|65|87500|5|4|1
1377363|1|1|63|87500|2|2|0
1377485|1|1|60|87500|5|1|4
1380238|1|1|69|87500|3|2|1
1380571|1|1|56|87500|1|1|0
1381018|1|1|63|87500|6|6|0
1383861|1|1|42|87500|5|2|3
1389177|1|1|58|87500|3|3|0
1394341|1|1|61|87500|4|4|1
1394746|1|1|58|87500|8|6|2
1536911|1|1|29|87500|1|1|0
1538988|1|1|56|87500|3|2|1
1566513|1|1|62|87500|3|2|1
1578668|1|1|51|87500|3|3|0
1612202|1|1|48|87500|4|3|1
1623922|1|1|52|87500|4|2|2
1636034|1|1|33|87500|3|2|1
1656585|1|1|51|87500|3|2|1
1671173|1|1|46|87500|4|3|1
1712271|1|1|66|87500|2|2|0
1714435|1|1|73|87500|2|2|0
1719078|1|1|62|87500|5|4|1
1723840|1|1|29|87500|6|5|1
1738415|1|1|32|87500|4|4|2
1740795|1|1|51|87500|3|2|1
1753258|1|1|52|87500|6|4|2
1782971|1|1|61|87500|4|3|1
1790774|1|1|72|87500|4|2|2
1801642|1|1|58|87500|5|3|3
1811584|1|1|34|87500|3|2|1
1824050|1|1|71|87500|2|2|0
1832457|1|1|41|87500|6|6|2
1842493|1|1|32|87500|4|3|1
1848417|1|1|35|87500|1|1|0
1856659|1|1|74|87500|3|3|0
1856936|1|1|73|87500|4|3|1
1859393|1|1|61|87500|6|5|1
1867917|1|1|63|87500|2|2|0
1870045|1|1|52|87500|3|2|1
1872796|1|1|61|87500|5|3|2
1873624|1|1|53|87500|3|2|1
1875435|1|1|55|87500|4|4|0
1884140|1|1|57|87500|1|1|0
1892035|1|1|58|87500|4|3|1
1967945|1|1|55|87500|5|4|1
1976205|1|1|73|87500|2|2|0
2000469|1|1|65|87500|3|3|0
2002534|1|1|59|87500|6|5|1
2003848|1|1|67|87500|6|4|2
2004211|1|1|66|87500|4|4|0
2010493|1|1|35|87500|3|2|1
2026932|1|1|61|87500|3|3|0
2030526|1|1|56|87500|3|3|0
2032953|1|1|49|87500|4|2|2
2069153|1|1|24|87500|6|4|2
2072139|1|1|61|87500|2|2|0
2078536|1|1|59|87500|4|3|1
2091880|1|1|58|87500|2|2|0
2093153|1|1|53|87500|5|3|2
2093598|1|1|54|87500|3|3|0
2094932|1|1|59|87500|6|4|2
2095192|1|1|58|87500|3|2|1
2100698|1|1|75|87500|4|4|0
2101443|1|1|68|87500|3|3|0
2101712|1|1|57|87500|3|2|1
2152554|1|1|48|87500|2|2|0
2174526|1|1|48|87500|6|3|3
2181958|1|1|18|87500|4|2|2
2185245|1|1|42|87500|3|2|1
2189568|1|1|73|87500|3|2|1
2239464|1|1|48|87500|3|2|1
2301350|1|1|68|87500|6|6|2
2307268|1|1|34|87500|2|2|0
2313437|1|1|70|87500|2|2|0
2327693|1|1|80|87500|2|2|0
2339603|1|1|57|87500|6|4|2
2340366|1|1|66|87500|4|3|1
2349069|1|1|66|87500|2|2|0
2358074|1|1|67|87500|1|1|0
2359135|1|1|67|87500|4|4|1
2389029|1|1|45|87500|4|3|1
2402460|1|1|69|87500|2|2|0
2405354|1|1|61|87500|3|2|1
2412158|1|1|63|87500|3|3|0
2422854|1|1|79|87500|3|3|0
2436273|1|1|72|87500|4|4|0
2481596|1|1|66|87500|8|6|2
2487813|1|1|76|87500|3|3|0
2496878|1|1|25|87500|3|2|1
2498566|1|1|74|87500|3|2|1
2603176|1|1|64|87500|3|2|1
2610818|1|1|60|87500|8|6|2
2834792|1|1|54|87500|3|2|1
2894728|1|1|34|87500|2|2|0
2968425|1|1|55|87500|5|3|2
2988374|1|1|34|87500|4|2|2
3011905|1|1|21|87500|3|2|1
3026322|1|1|46|87500|6|2|4
3131781|1|1|36|87500|3|2|1
3202694|1|1|72|87500|2|2|0
3233644|1|1|44|87500|2|2|0
3303790|1|1|38|87500|3|3|0
3425036|1|1|38|87500|3|2|1
3429518|1|1|37|87500|1|1|0
3461610|1|1|38|87500|6|5|1
3471037|1|1|49|87500|6|4|2
3474047|1|1|40|87500|6|3|3
3600331|1|1|62|87500|5|3|2
3608015|1|1|37|87500|4|2|2
3624682|1|1|24|87500|3|2|1
3742732|1|1|37|87500|||
3792374|1|1|52|87500|4|2|2
3797077|1|1|58|87500|7|4|3
3814658|1|1|60|87500|5|4|1
3968601|1|1|37|87500|3|2|1
4007623|1|1|67|87500|4|4|0
4008747|1|1|60|87500|3|3|1
4031005|1|1|30|87500|5|4|1
4038718|1|1|77|87500|2|2|0
4041462|1|1|36|87500|3|3|0
4052556|1|1|70|87500|7|6|1
4055442|1|1|49|87500|1|1|0
4055730|1|1|38|87500|3|2|1
4060077|1|1|71|87500|4|4|0
4062984|1|1|60|87500|3|3|0
4064175|1|1|45|87500|5|2|3
4064454|1|1|73|87500|3|3|0
4066844|1|1|38|87500|3|2|1
4085483|1|1|47|87500|4|3|1
4091157|1|1|75|87500|6|5|1
4092775|1|1|61|87500|4|3|1
4095381|1|1|61|87500|2|2|0
4097392|1|1|44|87500|4|4|0
4100191|1|1|61|87500|2|2|0
4105940|1|1|54|87500|4|3|1
4113066|1|1|40|87500|3|3|0
4114533|1|1|52|87500|3|1|2
4117675|1|1|77|87500|2|2|0
4136078|1|1|45|87500|5|3|2
4145399|1|1|63|87500|3|3|0
4155956|1|1|61|87500|3|3|0
4161178|1|1|69|87500|2|2|0
4162278|1|1|59|87500|3|3|0
4186708|1|1|56|87500|3|2|1
4190075|1|1|54|87500|4|2|2
4196638|1|1|43|87500|6|2|4
4197369|1|1|42|87500|3|2|1
4202237|1|1|63|87500|3|3|0
4218244|1|1|48|87500|5|2|3
4270715|1|1|28|87500|2|2|0
4310588|1|1|57|87500|6|3|3
4315249|1|1|55|87500|4|4|0
4352102|1|1|26|87500|5|2|3
4359188|1|1|59|87500|4|3|1
4383438|1|1|69|87500|5|4|1
4412709|1|1|42|87500|2|2|0
4441611|1|1|44|87500|4|3|1
4442556|1|1|60|87500|4|3|1
4444108|1|1|44|87500|4|4|0
4510342|1|1|18|87500|7|4|3
4510566|1|1|42|87500|4|2|2
4520001|1|1|49|87500|3|2|1
4523175|1|1|82|87500|3|3|0
4541303|1|1|40|87500|2|2|0
4561588|1|1|38|87500|4|2|2
4589522|1|1|50|87500|6|3|3
4594725|1|1|41|87500|3|2|1
4595384|1|1|45|87500|3|2|1
4610931|1|1|47|87500|5|3|2
4630909|1|1|63|87500|4|4|0
4637202|1|1|44|87500|7|3|4
4650211|1|1|39|87500|3|2|1
4683425|1|1|50|87500|5|4|1
4705774|1|1|48|87500|5|3|2
4711130|1|1|43|87500|3|2|1
4724699|1|1|42|87500|5|2|3
4732546|1|1|56|87500|3|3|0
4744815|1|1|78|87500|2|2|0
4820414|1|1|43|87500|4|2|2
4834794|1|1|40|87500|3|2|1
4835148|1|1|48|87500|4|2|2
4891172|1|1|29|87500|5|5|0
5163845|1|1|29|87500|3|3|0
5207569|1|1|61|87500|4|4|2
5220014|1|1|44|87500|5|4|1
5222694|1|1|44|87500|4|2|2
5224427|1|1|58|87500|3|2|1
5233284|1|1|67|87500|3|3|0
5237103|1|1|46|87500|3|2|1
5240235|1|1|57|87500|5|4|1
5256388|1|1|61|87500|2|1|1
5256538|1|1|52|87500|5|3|2
5281304|1|1|65|87500|5|5|0
5281374|1|1|53|87500|5|5|0
5288312|1|1|51|87500|4|2|2
5290637|1|1|50|87500|3|3|0
5291572|1|1|65|87500|5|4|1
5293992|1|1|45|87500|2|2|0
5317567|1|1|48|87500|4|2|2
5318859|1|1|44|87500|2|1|1
5321389|1|1|70|87500|3|3|0
5328965|1|1|51|87500|2|1|1
5410187|1|1|53|87500|5|4|1
5410678|1|1|86|87500|5|3|2
5417462|1|1|43|87500|2|2|0
5425031|1|1|62|87500|3|3|0
5443092|1|1|65|87500|4|4|0
5450978|1|1|43|87500|3|2|1
5461645|1|1|60|87500|2|2|0
5479270|1|1|51|87500|4|3|2
5480047|1|1|56|87500|3|3|0
5489243|1|1|56|87500|4|3|1
5490609|1|1|27|87500|6|4|2
5492664|1|1|47|87500|4|3|1
5530608|1|1|47|87500|5|5|2
5530737|1|1|63|87500|3|2|2
5543410|1|1|56|87500|4|3|1
5551554|1|1|50|87500|3|2|1
5555491|1|1|50|87500|2|1|1
5559664|1|1|73|87500|4|3|1
5568830|1|1|70|87500|2|2|0
5595554|1|1|50|87500|2|2|0
5596195|1|1|44|87500|2|2|0
5596633|1|1|42|87500|4|3|1
5605204|1|1|42|87500|3|3|0
5649857|1|1|40|87500|2|2|0
5656657|1|1|67|87500|2|1|1
5665907|1|1|38|87500|4|3|1
5666837|1|1|52|87500|4|3|1
5744807|1|1|70|87500|2|2|0
5747004|1|1|66|87500|7|4|3
5749145|1|1|62|87500|3|3|1
5753397|1|1|46|87500|6|4|2
5754853|1|1|63|87500|5|4|1
5756862|1|1|60|87500|3|2|1
5764959|1|1|65|87500|3|3|0
5766005|1|1|52|87500|2|2|0
5772986|1|1|68|87500|5|4|1
5774011|1|1|54|87500|3|2|1
5774513|1|1|71|87500|4|3|1
5775354|1|1|70|87500|5|4|1
5777296|1|1|42|87500|3|2|1
5778036|1|1|73|87500|2|2|0
5780051|1|1|62|87500|5|4|1
5785458|1|1|68|87500|5|5|0
5790734|1|1|69|87500|3|3|0
5791324|1|1|61|87500|5|5|0
5792842|1|1|58|87500|9|5|4
5794411|1|1|63|87500|4|4|0
5796026|1|1|85|87500|2|2|0
5796549|1|1|32|87500|5|5|0
5799755|1|1|65|87500|3|2|1
5800928|1|1|68|87500|2|2|0
5805633|1|1|67|87500|3|3|0
5809876|1|1|68|87500|3|3|0
5835789|1|1|47|87500|3|3|0
5868254|1|1|46|87500|4|2|2
5874687|1|1|45|87500|3|2|1
5875188|1|1|34|87500|3|3|1
5879521|1|1|66|87500|6|6|0
5879720|1|1|56|87500|9|5|4
5880006|1|1|48|87500|5|3|2
5884328|1|1|58|87500|4|2|2
5885501|1|1|56|87500|2|2|0
5886477|1|1|53|87500|8|5|3
5890778|1|1|58|87500|4|3|1
5898696|1|1|48|87500|5|2|3
5948331|1|1|42|87500|3|1|2
5954210|1|1|59|87500|1|1|0
5993484|1|1|37|87500|2|2|0
6004566|1|1|52|87500|1|1|0
6010986|1|1|57|87500|2|2|0
6030929|1|1|37|87500|||
6042169|1|1|52|87500|5|3|2
6046608|1|1|79|87500|6|4|2
6058737|1|1|42|87500|6|2|4
6059196|1|1|42|87500|2|1|1
6062423|1|1|51|87500|3|3|0
6084541|1|1|36|87500|3|2|1
6089142|1|1|37|87500|5|2|3
6120879|1|1|56|87500|5|4|1
6138916|1|1|59|87500|6|4|2
6138975|1|1|55|87500|5|4|1
6156764|1|1|63|87500|6|5|1
6158169|1|1|56|87500|4|4|0
6183158|1|1|60|87500|1|1|0
6183201|1|1|62|87500|5|4|1
6190906|1|1|55|87500|5|5|0
6193134|1|1|62|87500|3|3|0
6220335|1|1|57|87500|5|5|0
6232034|1|1|66|87500|3|3|0
6250804|1|1|56|87500|2|2|1
6251317|1|1|56|87500|6|3|3
6258673|1|1|24|87500|8|6|2
6274081|1|1|68|87500|2|2|0
6291921|1|1|45|87500|4|3|1
6296949|1|1|51|87500|5|5|1
6323566|1|1|66|87500|4|3|1
6335497|1|1|73|87500|3|2|1
6347062|1|1|63|87500|3|2|1
6378210|1|1|63|87500|4|4|0
6382057|1|1|51|87500|6|4|2
6384634|1|1|62|87500|4|4|0
6433647|1|1|36|87500|3|3|0
6484345|1|1|54|87500|7|5|2
6520655|1|1|28|87500|5|5|0
6546804|1|1|42|87500|2|2|0
6646150|1|1|52|87500|2|2|0
6653683|1|1|65|87500|4|4|0
6655062|1|1|53|87500|5|3|2
6658271|1|1|61|87500|6|6|1
6661134|1|1|69|87500|5|3|2
6666717|1|1|50|87500|5|4|3
6690666|1|1|49|87500|2|2|0
6720796|1|1|43|87500|7|4|3
6778361|1|1|30|87500|1|1|0
6803520|1|1|29|87500|8|5|3
6806615|1|1|66|87500|5|2|3
6811835|1|1|40|87500|3|2|1
6812029|1|1|53|87500|5|4|1
6839432|1|1|28|87500|3|3|0
6859683|1|1|41|87500|2|2|0
6901114|1|1|41|87500|4|3|2
7020235|1|1|57|87500|4|4|0
7030521|1|1|36|87500|3|2|1
7072579|1|1|35|87500|3|2|1
7149909|1|1|57|87500|||
7167774|1|1|40|87500|4|2|2
7168155|1|1|72|87500|2|2|0
7180922|1|1|54|87500|6|4|2
7196939|1|1|35|87500|5|5|0
7301607|1|1|61|87500|3|3|0
7308385|1|1|60|87500|6|4|2
7311054|1|1|44|87500|3|3|0
7315791|1|1|53|87500|3|3|0
7315889|1|1|53|87500|1|1|0
7316488|1|1|59|87500|2|2|0
7319866|1|1|57|87500|2|2|0
7332648|1|1|66|87500|5|5|1
7332831|1|1|38|87500|6|6|0
7334929|1|1|62|87500|5|4|1
7336278|1|1|75|87500|2|2|0
7338216|1|1|52|87500|5|3|2
7345898|1|1|65|87500|3|3|1
7361545|1|1|68|87500|4|4|0
7361741|1|1|68|87500|6|6|0
7362148|1|1|63|87500|4|4|0
7363846|1|1|75|87500|2|2|0
7363969|1|1|65|87500|3|2|1
7366961|1|1|71|87500|5|5|1
7372945|1|1|62|87500|4|3|1
7372950|1|1|63|87500|6|5|1
7386648|1|1|23|87500|3|3|0
7386728|1|1|57|87500|1|1|0
7389180|1|1|61|87500|2|2|0
7548866|1|1|36|87500|3|2|1
7590860|1|1|24|87500|5|3|2
7604662|1|1|53|87500|4|2|2
7679716|1|1|39|87500|3|2|1
7694906|1|1|38|87500|3|3|0
7807995|1|1|62|87500|2|1|1
7808007|1|1|39|87500|5|2|3
7821525|1|1|54|87500|||
7827222|1|1|38|87500|2|2|1
7835140|1|1|80|87500|2|2|0
7841294|1|1|51|87500|4|3|1
7844886|1|1|45|87500|4|2|2
7846124|1|1|64|87500|6|5|1
7917412|1|1|38|87500|3|2|1
7923463|1|1|36|87500|2|2|1
7923684|1|1|36|87500|3|3|2
7961845|1|1|36|87500|2|2|0
7964371|1|1|32|87500|7|5|2
7971606|1|1||87500|||
8118739|1|1|30|87500|2|2|0
8151363|1|1|18|87500|3|2|1
8164142|1|1|31|87500|3|2|1
8166702|1|1|56|87500|5|4|1
8171092|1|1|44|87500|2|2|0
8192523|1|1|34|87500|2|2|1
8310490|1|1|37|87500|2|2|0
8321172|1|1|47|87500|3|2|1
8392075|1|1|36|87500|2|2|0
8443557|1|1|52|87500|5|3|2
8445811|1|1|44|87500|2|2|0
8458018|1|1|40|87500|5|3|2
8471778|1|1|53|87500|3|2|1
8490422|1|1|36|87500|4|2|2
8507516|1|1|37|87500|3|2|1
8578311|1|1|40|87500|4|3|1
8649179|1|1|44|87500|2|2|0
8650208|1|1|39|87500|2|2|0
8653113|1|1|37|87500|3|2|1
8668905|1|1|48|87500|4|3|1
8676438|1|1|44|87500|5|4|1
8699976|1|1|62|87500|3|3|0
8740737|1|1|55|87500|5|4|1
8764161|1|1|39|87500|1|1|0
8767909|1|1|47|87500|3|2|1
8782618|1|1|39|87500|5|2|3
8782990|1|1|41|87500|3|2|1
8786928|1|1|38|87500|2|2|0
8794552|1|1|44|87500|5|2|3
8795270|1|1|74|87500|5|4|1
8796735|1|1|57|87500|1|1|0
8882419|1|1|46|87500|6|4|2
8917929|1|1|36|87500|4|3|1
8960109|1|1|52|87500|3|2|1
8972935|1|1|56|87500|2|1|1
8993542|1|1|57|87500|5|4|1
8999284|1|1|33|87500|5|4|1
9017607|1|1|50|87500|4|2|2
9026245|1|1|53|87500|6|4|2
9029639|1|1|55|87500|4|3|1
9030479|1|1|47|87500|4|2|2
9032146|1|1|60|87500|5|4|1
9032959|1|1|62|87500|6|6|0
9033375|1|1|52|87500|4|2|2
9063195|1|1||87500|||
9077459|1|1|71|87500|2|2|0
9100474|1|1|65|87500|4|4|0
9194115|1|1|46|87500|4|2|2
9195106|1|1|56|87500|8|4|4
9198650|1|1|58|87500|5|5|1
9211130|1|1|83|87500|2|2|0
9301279|1|1|29|87500|6|6|0
9417343|1|1|47|87500|4|2|2
9425786|1|1|36|87500|4|4|1
9509849|1|1|48|87500|5|3|2
9523869|1|1|70|87500|2|2|0
9529238|1|1|40|87500|3|3|1
9547385|1|1|38|87500|3|2|1
9589384|1|1|52|87500|5|3|2
9593695|1|1|28|87500|6|4|2
9620804|1|1|46|87500|3|2|1
9629402|1|1|34|87500|2|2|0
9636806|1|1|64|87500|1|1|0
9824737|1|1|47|87500|2|2|0
9878631|1|1|40|87500|3|2|1
9911128|1|1|30|87500|5|4|1
9967206|1|1|41|87500|2|1|1
9993381|1|1|34|87500|3|2|1
10001258|1|1|25|87500|4|3|1
10019542|1|1|43|87500|2|2|0
10131640|1|1|32|87500|1|1|0
10189916|1|1|44|87500|3|3|1
10272919|1|1|34|87500|3|3|1
10669760|1|1|30|87500|2|2|0
10686416|1|1|37|87500|1|1|0
10891103|1|1|33|87500|2|1|1
11511739|1|1|27|87500|3|2|1
12391769|1|1|39|87500|||
12677447|1|1|65|87500|5|2|3
13054187|1|1|68|87500|3|3|0
13394509|1|1|58|87500|1|1|0
