HH|DECILE|ZONE_NBR|HOH_AGE|HH_INCOME|HH_SIZE|HH_ADULTS|HH_CHILDREN
3523214|2|2|35|112500|4|3|1
3600870|2|2|67|112500|4|3|1
3754146|2|2|53|112500|4|3|1
3816754|2|2|65|112500|3|3|0
3851507|2|2|57|112500|2|2|0
3872934|2|2|65|112500|2|2|0
3926048|2|2|71|112500|2|2|0
3957660|2|2|63|112500|4|3|1
3972729|2|2|53|112500|1|1|0
4137183|2|2|58|112500|4|4|0
4191935|2|2|47|112500|1|1|0
4196588|2|2|57|112500|2|2|0
4216671|2|2|58|112500|7|4|3
4695840|2|2|36|112500|2|2|0
4737773|2|2|40|112500|4|3|1
5242350|2|2|59|112500|4|3|1
5285218|2|2|66|112500|3|3|0
5890189|2|2|75|112500|7|6|1
6635236|2|2|75|112500|2|2|0
6649679|2|2|69|112500|5|4|1
6659488|2|2|67|112500|4|4|0
6677004|2|2|55|112500|||
6678029|2|2|56|112500|1|1|0
6686561|2|2|54|112500|1|1|0
6854435|2|2|60|112500|4|4|0
6902517|2|2|41|112500|4|3|1
7810746|2|2|45|112500|2|1|1
8958538|2|2|66|112500|4|3|1
9073090|2|2|67|112500|2|2|0
9148101|2|2|66|112500|3|3|0
9212966|2|2|62|112500|7|5|2
9234187|2|2|62|112500|2|2|0
9532331|2|2|46|112500|3|2|1
11723607|2|2|53|112500|3|2|1
44597|2|2|66|150000|4|4|0
49957|2|2|28|150000|4|3|1
130549|2|2|25|150000|3|3|0
134489|2|2|33|150000|3|2|1
298915|2|2|39|150000|2|2|0
1409514|2|2|28|150000|6|6|0
1514654|2|2|25|150000|7|5|2
1736744|2|2|32|150000|5|5|1
1856292|2|2|52|150000|5|3|2
1871645|2|2|27|150000|3|3|0
1876128|2|2|33|150000|6|4|2
1996098|2|2|68|150000|2|2|0
2712722|2|2|65|150000|4|3|1
2769040|2|2|62|150000|4|4|0
2833755|2|2|70|150000|4|4|0
2843670|2|2|75|150000|5|5|0
2973093|2|2|57|150000|3|3|0
3176621|2|2|64|150000|5|4|1
3185559|2|2|51|150000|7|6|1
3242031|2|2|66|150000|1|1|0
3382311|2|2|49|150000|4|3|1
3560451|2|2|56|150000|4|3|1
3617109|2|2|70|150000|4|3|1
3697303|2|2|70|150000|3|3|0
3877675|2|2|66|150000|3|3|0
3911929|2|2|63|150000|4|2|2
3927389|2|2|53|150000|4|3|1
3934794|2|2|70|150000|3|3|0
4091910|2|2|53|150000|6|6|0
4096341|2|2|71|150000|2|2|0
4104883|2|2|66|150000|5|4|1
4145875|2|2|52|150000|3|3|0
4218381|2|2|74|150000|2|2|0
4391126|2|2|64|150000|6|6|0
4548407|2|2|52|150000|5|2|3
4656928|2|2|43|150000|2|2|0
4707965|2|2|70|150000|3|2|1
5214810|2|2|80|150000|2|2|0
5239883|2|2|61|150000|5|4|1
5284482|2|2|23|150000|5|4|1
5312468|2|2|68|150000|3|3|0
5344907|2|2|51|150000|5|5|1
5374404|2|2|47|150000|6|2|4
5455797|2|2|68|150000|2|2|0
5506700|2|2|63|150000|2|2|0
5622091|2|2|54|150000|2|2|0
5713683|2|2|62|150000|3|3|0
5934136|2|2|64|150000|4|4|0
6050223|2|2|69|150000|4|4|0
6186309|2|2|33|150000|5|5|1
6284854|2|2|76|150000|5|3|2
6537781|2|2|32|150000|7|5|2
6642648|2|2|66|150000|5|3|2
6681351|2|2|64|150000|4|2|2
6858297|2|2|51|150000|4|4|0
6947474|2|2|38|150000|6|3|3
7145626|2|2|43|150000|3|2|1
7160020|2|2|50|150000|7|4|3
7300943|2|2|72|150000|5|5|0
7958619|2|2|35|150000|6|4|2
7960053|2|2|61|150000|1|1|0
8549983|2|2|61|150000|1|1|0
8662082|2|2|64|150000|3|3|0
8797751|2|2|52|150000|6|4|2
8856377|2|2|40|150000|1|1|0
8871055|2|2|44|150000|4|2|2
8958635|2|2|76|150000|4|3|1
8977832|2|2|70|150000|5|5|0
9096340|2|2||150000|4|4|0
9128811|2|2|63|150000|3|2|1
9147084|2|2|61|150000|3|3|0
9151808|2|2|61|150000|3|2|1
9158550|2|2|55|150000|3|3|0
9438542|2|2|66|150000|2|2|0
9452741|2|2|56|150000|5|4|1
9572297|2|2|65|150000|3|2|1
9594568|2|2|37|150000|2|2|0
9612222|2|2|56|150000|5|4|1
12667183|2|2|39|150000|2|2|1
13483984|2|2|69|150000|3|3|0
14142371|2|2|69|150000|4|4|0
14468610|2|2|64|150000|2|2|0
13839536|2|3|54||||
146343|2|3|35|10000|||
2517060|2|3|56|10000|1|1|0
2535741|2|3||10000|||
3069778|2|3|54|10000|1|1|0
3457814|2|3|29|10000|1|1|0
3517224|2|3|43|10000|2|1|1
3617111|2|3|26|10000|1|1|0
4896754|2|3|74|10000|3|3|0
5172412|2|3|26|10000|||
5632664|2|3|34|10000|4|3|1
5653824|2|3|61|10000|||
6690529|2|3|59|10000|4|4|0
6886099|2|3|61|10000|1|1|0
7664176|2|3|48|10000|2|1|1
7774497|2|3|35|10000|1|1|0
7833640|2|3|57|10000|1|1|0
9056375|2|3|53|10000|1|1|0
9166842|2|3|66|10000|5|5|0
9494921|2|3|65|10000|1|1|0
9670508|2|3|49|10000|7|6|1
11246562|2|3|25|10000|1|1|0
11747015|2|3|24|10000|1|1|0
12531855|2|3|34|10000|1|1|0
49636|2|3|52|17500|3|2|1
1462570|2|3|28|17500|2|1|1
2245737|2|3|47|17500|3|2|1
2889358|2|3|51|17500|||
2980560|2|3|44|17500|3|2|1
3474993|2|3|33|17500|1|1|0
3603656|2|3|54|17500|1|1|0
4673434|2|3|89|17500|1|1|0
5754833|2|3|35|17500|1|1|0
6817191|2|3|41|17500|3|2|1
6828947|2|3|63|17500|3|2|1
8297022|2|3|87|17500|3|3|0
8299636|2|3|28|17500|1|1|0
1057893|2|3|48|25000|1|1|0
2071363|2|3|64|25000|3|2|1
2628499|2|3|35|25000|2|1|1
2860740|2|3|35|25000|2|1|1
3550118|2|3|47|25000|2|2|0
3926002|2|3|44|25000|1|1|0
4041058|2|3|74|25000|3|2|1
4058296|2|3|55|25000|8|4|4
4123033|2|3||25000|1|1|0
4332827|2|3|54|25000|6|5|1
4353739|2|3|70|25000|3|3|0
4452494|2|3|71|25000|2|2|0
4753811|2|3|32|25000|5|5|1
5307536|2|3|48|25000|3|2|1
5415438|2|3|66|25000|3|2|1
5707512|2|3|80|25000|3|3|0
5780159|2|3|55|25000|1|1|0
5923093|2|3|70|25000|1|1|0
6658073|2|3|56|25000|8|4|4
7261070|2|3|30|25000|2|2|0
7408365|2|3||25000|||
7689729|2|3|36|25000|4|4|0
7701732|2|3|41|25000|1|1|0
7895034|2|3|30|25000|4|3|1
8507059|2|3|66|25000|3|2|1
8538950|2|3||25000|2|2|0
8717540|2|3|58|25000|6|4|2
8766423|2|3|44|25000|2|1|1
8795801|2|3||25000|||
8797364|2|3|47|25000|2|2|0
9060669|2|3|71|25000|3|3|0
9064051|2|3|77|25000|2|2|0
9079527|2|3||25000|3|3|0
9470983|2|3|80|25000|2|2|0
9668181|2|3|50|25000|1|1|0
10036132|2|3|38|25000|1|1|0
11589404|2|3|35|25000|3|1|2
12284263|2|3|20|25000|||
875787|2|3|36|35000|2|1|1
1470975|2|3|34|35000|2|2|0
1565423|2|3|73|35000|2|2|0
2762821|2|3|30|35000|5|4|1
3140612|2|3|34|35000|6|5|1
3147050|2|3|34|35000|4|3|1
3895247|2|3|34|35000|2|2|0
3908496|2|3|47|35000|1|1|0
4088973|2|3|80|35000|1|1|0
4130845|2|3|94|35000|2|2|0
4166118|2|3|64|35000|4|4|0
4292079|2|3|35|35000|6|5|1
4592942|2|3|60|35000|3|1|2
4691295|2|3|88|35000|2|1|1
5299815|2|3|76|35000|2|2|0
5334570|2|3|59|35000|5|3|2
5387542|2|3|60|35000|6|5|1
5389532|2|3||35000|1|1|0
5448688|2|3|80|35000|2|2|0
5486095|2|3|72|35000|2|1|1
5548469|2|3|91|35000|3|2|1
5552544|2|3|27|35000|1|1|0
5709312|2|3|77|35000|3|3|0
5720752|2|3|36|35000|5|4|1
5730001|2|3|60|35000|||
5730374|2|3|53|35000|3|3|0
5797322|2|3|45|35000|3|3|0
5895760|2|3|48|35000|1|1|0
6069542|2|3|64|35000|2|2|0
6078016|2|3|38|35000|4|4|1
6155025|2|3|66|35000|2|2|0
6305977|2|3|33|35000|3|3|0
6317815|2|3|29|35000|3|2|1
6623334|2|3|57|35000|2|2|0
6661721|2|3|83|35000|3|3|0
6670234|2|3|44|35000|5|3|2
6673296|2|3|68|35000|||
6734342|2|3|68|35000|3|3|0
6763563|2|3|37|35000|1|1|0
6853035|2|3|64|35000|3|2|1
7254058|2|3|26|35000|1|1|0
7604495|2|3|65|35000|4|4|0
7625195|2|3|61|35000|2|2|0
7679328|2|3|37|35000|1|1|0
7858670|2|3|27|35000|4|3|1
8051908|2|3|41|35000|3|2|1
8189839|2|3|63|35000|5|4|1
8283452|2|3|31|35000|3|2|1
8358279|2|3|71|35000|2|2|0
8522885|2|3|34|35000|1|1|0
8722425|2|3|53|35000|3|1|2
9079656|2|3|74|35000|3|3|0
9092826|2|3|72|35000|2|2|0
9204110|2|3|61|35000|||
9207198|2|3|79|35000|1|1|0
9230526|2|3|45|35000|2|1|1
9491079|2|3|44|35000|2|2|0
9537575|2|3|76|35000|3|3|0
10020629|2|3|24|35000|1|1|0
13103150|2|3|42|35000|||
41621|2|3|37|45000|||
353505|2|3|36|45000|6|2|4
403164|2|3|31|45000|||
447058|2|3|84|45000|2|2|0
618606|2|3|33|45000|2|2|0
827848|2|3|30|45000|1|1|0
867165|2|3|61|45000|4|4|0
1254142|2|3|68|45000|2|2|0
1354114|2|3|31|45000|2|2|0
1360347|2|3|37|45000|1|1|0
1528790|2|3|60|45000|5|4|1
1539729|2|3|39|45000|4|4|0
1918041|2|3|62|45000|6|2|4
2415097|2|3|68|45000|1|1|0
2884451|2|3|75|45000|2|2|0
2950015|2|3|70|45000|4|4|0
3440170|2|3|44|45000|6|6|0
3443407|2|3|46|45000|2|2|0
3603558|2|3|51|45000|8|6|2
3870605|2|3|29|45000|4|4|0
3946666|2|3|36|45000|4|4|0
3996554|2|3|51|45000|4|2|2
4162153|2|3|60|45000|6|6|0
4387496|2|3|58|45000|3|3|0
4518832|2|3|43|45000|2|1|1
4592137|2|3|43|45000|2|1|1
4685982|2|3|63|45000|4|4|0
4716129|2|3|60|45000|3|3|0
4810176|2|3|47|45000|1|1|0
4890683|2|3|43|45000|5|4|1
5356694|2|3|76|45000|3|2|1
5380346|2|3|64|45000|3|3|0
5420764|2|3|60|45000|2|2|0
5484076|2|3|53|45000|4|4|0
5660289|2|3|67|45000|4|3|1
5676902|2|3|33|45000|5|3|2
5705177|2|3|76|45000|1|1|0
5797200|2|3||45000|4|2|2
5918931|2|3|85|45000|4|2|2
5922005|2|3|65|45000|1|1|0
5922304|2|3|66|45000|6|6|0
5984557|2|3|60|45000|2|1|1
5992375|2|3|44|45000|2|1|1
6246920|2|3|78|45000|6|6|0
6682924|2|3|90|45000|2|2|0
6706884|2|3|35|45000|2|2|0
6825187|2|3|61|45000|2|2|0
6826974|2|3|40|45000|3|2|1
6828446|2|3|48|45000|5|2|3
6861008|2|3|88|45000|1|1|0
6925030|2|3|53|45000|3|2|1
7063578|2|3|36|45000|1|1|0
7076657|2|3|25|45000|1|1|0
7082909|2|3|38|45000|7|5|2
7131172|2|3|78|45000|2|2|0
7266758|2|3|32|45000|||
7578070|2|3|68|45000|4|3|1
7596739|2|3|39|45000|2|2|0
7767854|2|3|29|45000|2|2|0
8201746|2|3|67|45000|2|2|0
8255884|2|3|37|45000|2|1|1
8367855|2|3|61|45000|4|3|1
8550668|2|3|32|45000|3|2|1
8593259|2|3|64|45000|3|2|1
8736112|2|3|42|45000|3|2|1
9052579|2|3|70|45000|5|5|0
9056868|2|3|54|45000|4|4|0
9071412|2|3|65|45000|4|2|2
9077629|2|3|71|45000|2|2|0
9077868|2|3|67|45000|3|3|0
9080804|2|3|74|45000|3|2|1
9084187|2|3|69|45000|5|5|0
9167969|2|3|77|45000|2|2|0
9199770|2|3|34|45000|3|2|1
9404472|2|3|33|45000|1|1|0
9564914|2|3|46|45000|4|2|2
9923297|2|3|49|45000|2|2|0
10175867|2|3|67|45000|||
10655216|2|3|38|45000|3|2|1
10800846|2|3|23|45000|3|2|1
12458388|2|3|31|45000|1|1|0
12863878|2|3|55|45000|4|4|0
12877607|2|3|35|45000|1|1|0
22308|2|3|39|62500|3|2|1
223193|2|3|32|62500|2|1|1
338994|2|3|44|62500|2|2|0
357195|2|3|41|62500|2|1|1
456257|2|3|48|62500|3|2|1
924752|2|3|60|62500|2|2|0
936659|2|3|29|62500|2|1|1
1006570|2|3|56|62500|2|2|0
1086146|2|3|58|62500|3|3|1
1237852|2|3|60|62500|3|2|1
1314229|2|3|62|62500|1|1|0
1524564|2|3|49|62500|5|3|2
1808682|2|3|44|62500|1|1|0
1814518|2|3|70|62500|2|2|0
1859643|2|3|53|62500|2|1|1
1895239|2|3|42|62500|6|3|3
1904006|2|3|29|62500|4|3|1
1958891|2|3|47|62500|3|2|1
2015515|2|3|86|62500|3|2|1
2040204|2|3|65|62500|5|4|1
2188092|2|3|53|62500|1|1|0
2248591|2|3|34|62500|3|3|0
2274137|2|3|66|62500|3|2|1
2434281|2|3|33|62500|1|1|0
2952556|2|3|32|62500|3|3|0
3247262|2|3|33|62500|1|1|0
3260911|2|3|32|62500|2|2|0
3320190|2|3|80|62500|2|2|0
3463149|2|3|34|62500|2|1|1
3588425|2|3|39|62500|2|2|0
3652059|2|3|27|62500|||
3672948|2|3|53|62500|3|2|1
3880269|2|3|34|62500|3|2|1
3886826|2|3|49|62500|4|3|1
4021966|2|3|72|62500|4|4|0
4036379|2|3|75|62500|3|3|0
4049464|2|3|38|62500|4|2|2
4085819|2|3|50|62500|4|4|0
4096511|2|3|70|62500|3|2|1
4096930|2|3|60|62500|3|2|1
4142654|2|3|75|62500|1|1|0
4159415|2|3|68|62500|4|3|1
4160073|2|3|64|62500|2|1|1
4165835|2|3|59|62500|3|2|1
4198930|2|3|49|62500|4|2|2
4293407|2|3|40|62500|6|6|3
4314059|2|3|60|62500|1|1|0
4352567|2|3|43|62500|2|2|0
4387756|2|3|77|62500|5|5|0
4426907|2|3|44|62500|2|1|1
4443842|2|3|32|62500|4|2|2
4466632|2|3|68|62500|2|1|1
4473564|2|3|57|62500|3|2|1
4476875|2|3|58|62500|1|1|0
4484362|2|3|66|62500|5|4|1
4549886|2|3|62|62500|3|2|1
4553940|2|3|40|62500|5|5|1
4628980|2|3|64|62500|2|1|1
4669001|2|3|69|62500|4|4|0
4679190|2|3|51|62500|3|2|1
4690320|2|3|61|62500|2|2|0
4699514|2|3|68|62500|2|2|0
4713230|2|3|65|62500|4|3|1
4726688|2|3|65|62500|3|2|2
4734778|2|3|46|62500|2|2|0
4742688|2|3|40|62500|7|4|3
4811209|2|3|22|62500|3|2|1
4851677|2|3|68|62500|5|3|2
5199476|2|3|30|62500|3|3|1
5306946|2|3|77|62500|4|4|0
5330502|2|3|63|62500|9|6|3
5380244|2|3|48|62500|6|4|2
5413311|2|3|49|62500|1|1|0
5430471|2|3|88|62500|2|2|0
5445061|2|3||62500|||
5471534|2|3|59|62500|2|2|0
5528521|2|3|45|62500|3|2|1
5541952|2|3|56|62500|2|1|1
5548319|2|3|54|62500|2|1|1
5554203|2|3|43|62500|4|3|1
5556714|2|3|49|62500|1|1|0
5593215|2|3|51|62500|6|4|2
5677641|2|3|58|62500|4|3|1
5706121|2|3|61|62500|1|1|0
5763265|2|3|82|62500|4|4|0
5778947|2|3|69|62500|3|3|0
5827341|2|3|31|62500|5|4|1
5894062|2|3|62|62500|3|3|0
5895697|2|3|78|62500|3|2|1
6052784|2|3|43|62500|3|2|1
6088127|2|3|27|62500|3|2|1
6119811|2|3|57|62500|1|1|0
6145965|2|3|55|62500|1|1|0
6341986|2|3|33|62500|3|3|0
6520230|2|3|29|62500|6|4|2
6644039|2|3|56|62500|5|3|2
6663057|2|3|71|62500|2|1|1
6678789|2|3|59|62500|2|2|0
6697019|2|3|61|62500|2|2|0
6802093|2|3|34|62500|3|2|1
6828369|2|3|66|62500|6|6|0
6833622|2|3|64|62500|7|5|2
6907807|2|3|49|62500|5|2|3
7147172|2|3|64|62500|2|2|0
7153453|2|3|63|62500|3|3|0
7183284|2|3|58|62500|6|4|2
7205842|2|3|54|62500|2|1|1
7597045|2|3|59|62500|5|3|2
7644415|2|3|61|62500|4|3|1
7673282|2|3|56|62500|2|1|1
7677879|2|3|39|62500|3|3|0
7837892|2|3|55|62500|2|2|0
7864301|2|3|63|62500|3|2|1
8000587|2|3|73|62500|3|3|0
8079794|2|3|50|62500|6|5|1
8159596|2|3|66|62500|3|3|0
8260035|2|3|65|62500|4|4|0
8287684|2|3|57|62500|4|2|2
8351418|2|3|55|62500|9|6|3
8394243|2|3|58|62500|2|2|0
8416205|2|3|44|62500|1|1|0
8579012|2|3|36|62500|2|2|0
8710386|2|3|47|62500|4|3|1
8714957|2|3|60|62500|4|4|0
8747528|2|3|34|62500|2|2|0
8791689|2|3|44|62500|1|1|0
8887991|2|3|56|62500|7|4|3
8909108|2|3|43|62500|1|1|0
8913231|2|3|57|62500|8|6|2
8951330|2|3|33|62500|3|2|1
8968245|2|3|33|62500|5|5|0
8982835|2|3|50|62500|||
9008562|2|3|58|62500|6|4|2
9049681|2|3|71|62500|6|5|1
9056845|2|3|80|62500|3|3|0
9059859|2|3|84|62500|3|3|0
9061837|2|3|69|62500|3|3|0
9062532|2|3|76|62500|4|3|1
9072122|2|3|74|62500|4|4|0
9083855|2|3|79|62500|3|3|0
9093294|2|3|62|62500|2|2|0
9095006|2|3|66|62500|3|3|0
9095249|2|3|55|62500|6|6|0
9132975|2|3|81|62500|4|4|0
9169840|2|3|60|62500|7|5|2
9176641|2|3|31|62500|6|5|1
9196200|2|3|71|62500|5|5|0
9200003|2|3|62|62500|1|1|0
9415491|2|3|59|62500|4|2|2
9424890|2|3|31|62500|2|2|0
9491850|2|3|67|62500|4|4|0
9499678|2|3|62|62500|2|2|0
9638438|2|3|56|62500|6|6|1
9650381|2|3|57|62500|1|1|0
9695907|2|3|51|62500|2|2|0
9800508|2|3|66|62500|3|3|0
9884679|2|3|61|62500|4|4|0
9999323|2|3|26|62500|4|2|2
10054373|2|3|56|62500|2|2|0
10234382|2|3|44|62500|3|2|1
10289183|2|3|28|62500|6|6|0
10993458|2|3|26|62500|||
10995019|2|3|69|62500|2|2|0
11211635|2|3|29|62500|||
11473168|2|3|34|62500|1|1|0
11665596|2|3|19|62500|3|3|0
12569679|2|3|24|62500|4|2|2
13651023|2|3|24|62500|1|1|0
13786341|2|3|34|62500|2|2|0
14054430|2|3|46|62500|5|4|1
14295340|2|3|49|62500|5|4|1
14507389|2|3|54|62500|3|2|1
144731|2|3|37|87500|4|3|1
214644|2|3|58|87500|2|2|0
284714|2|3|30|87500|1|1|0
462994|2|3|39|87500|6|4|2
596926|2|3|47|87500|2|1|1
1258345|2|3|38|87500|5|5|0
1402798|2|3|66|87500|3|2|1
1404690|2|3|32|87500|1|1|0
1420493|2|3|70|87500|5|5|0
1632125|2|3|42|87500|4|2|2
1810102|2|3|79|87500|4|4|1
1887641|2|3|35|87500|2|2|1
1893374|2|3|46|87500|4|2|2
2105798|2|3|32|87500|5|5|1
2370269|2|3|52|87500|4|2|2
2758606|2|3|62|87500|3|3|0
3031744|2|3|23|87500|5|4|1
3231027|2|3|56|87500|3|2|1
3361724|2|3|28|87500|3|2|1
3533049|2|3|57|87500|1|1|0
3549606|2|3|39|87500|3|2|1
3660453|2|3|42|87500|2|2|0
3675089|2|3|52|87500|2|2|0
3976531|2|3|66|87500|3|3|0
3986687|2|3|73|87500|2|1|1
4060687|2|3|67|87500|2|2|0
4061975|2|3|76|87500|4|4|0
4139696|2|3|49|87500|5|4|1
4147717|2|3|64|87500|2|2|0
4175961|2|3|57|87500|3|3|0
4176799|2|3|72|87500|3|3|0
4217893|2|3|42|87500|5|4|1
4250253|2|3|44|87500|3|2|1
4377732|2|3||87500|||
4546401|2|3|52|87500|5|3|2
4672333|2|3|67|87500|4|3|1
4693626|2|3|69|87500|4|4|0
4718079|2|3|64|87500|2|2|0
4830623|2|3|61|87500|2|2|0
4899167|2|3|49|87500|7|2|5
4899698|2|3|66|87500|2|2|0
5328559|2|3|42|87500|4|2|2
5350281|2|3|60|87500|1|1|0
5360066|2|3|55|87500|7|5|2
5372629|2|3|60|87500|8|5|3
5400122|2|3|65|87500|2|2|0
5416290|2|3|62|87500|4|4|0
5487832|2|3|58|87500|4|3|1
5495135|2|3|67|87500|3|3|0
5533877|2|3|63|87500|4|3|1
5653647|2|3|79|87500|4|4|0
5707568|2|3|52|87500|3|2|1
5709471|2|3|62|87500|5|4|1
5711145|2|3|56|87500|6|4|2
5717516|2|3|65|87500|2|2|0
5736325|2|3|65|87500|||
5775559|2|3|30|87500|6|5|1
5822098|2|3|78|87500|2|2|0
5994028|2|3|39|87500|1|1|0
6094414|2|3|62|87500|3|2|1
6641638|2|3|63|87500|3|1|2
6646516|2|3|33|87500|3|3|1
6810224|2|3|55|87500|2|2|0
6876837|2|3|59|87500|5|4|1
7139768|2|3|52|87500|3|2|1
7147131|2|3|55|87500|2|1|1
7182455|2|3|74|87500|5|5|0
7184470|2|3|53|87500|4|4|0
7258654|2|3|30|87500|1|1|0
7277984|2|3|61|87500|2|1|1
7392696|2|3|57|87500|3|2|1
7667184|2|3|77|87500|2|2|0
7850875|2|3|60|87500|1|1|0
7987969|2|3|62|87500|2|2|0
8079401|2|3|70|87500|4|3|1
8111115|2|3|52|87500|4|2|2
8121011|2|3|45|87500|3|2|1
8129433|2|3|67|87500|3|3|0
8241138|2|3|69|87500|2|2|0
8411124|2|3|73|87500|2|2|0
8706859|2|3|54|87500|4|3|1
8712211|2|3|54|87500|8|3|5
8748588|2|3|47|87500|||
8766443|2|3|67|87500|2|2|0
8766977|2|3|74|87500|7|6|1
8875596|2|3|46|87500|2|2|0
8936098|2|3|40|87500|6|6|1
8980097|2|3|52|87500|2|2|0
9027347|2|3|44|87500|4|2|2
9059933|2|3|64|87500|3|3|0
9069624|2|3|67|87500|3|3|0
9091207|2|3|62|87500|3|3|0
9093880|2|3|59|87500|5|4|1
9096519|2|3|62|87500|8|6|2
9203628|2|3|74|87500|2|2|0
9244064|2|3|35|87500|6|5|1
9313693|2|3|48|87500|5|5|0
9472202|2|3|26|87500|4|3|1
9523078|2|3|40|87500|6|6|1
9565023|2|3|40|87500|4|4|1
9656893|2|3|35|87500|2|2|0
9834594|2|3|51|87500|2|2|0
10602580|2|3|25|87500|6|4|2
10888830|2|3|50|87500|3|2|1
12499837|2|3|71|87500|2|1|1
13041323|2|3|55|87500|4|3|1
13331308|2|3|51|87500|4|3|1
377732|2|3|74|112500|1|1|0
2030333|2|3|55|112500|3|3|0
2248050|2|3|28|112500|6|6|0
2671001|2|3|23|112500|3|3|1
2775784|2|3|67|112500|3|3|0
3519018|2|3|59|112500|3|2|1
3675409|2|3|30|112500|3|2|1
3726108|2|3|47|112500|3|2|1
3822679|2|3|45|112500|5|3|2
3940978|2|3|60|112500|3|2|1
4001648|2|3|65|112500|2|2|0
4154814|2|3|62|112500|5|3|2
4189841|2|3|70|112500|2|2|0
4302637|2|3|66|112500|2|2|0
4317027|2|3|54|112500|4|3|1
4346603|2|3|45|112500|2|2|0
4445709|2|3|23|112500|4|3|1
4580053|2|3|48|112500|3|1|2
4595656|2|3|54|112500|3|2|1
4897170|2|3|55|112500|6|3|3
5296834|2|3|42|112500|2|2|0
5351019|2|3|76|112500|4|4|0
5355457|2|3|66|112500|4|4|0
5487068|2|3|68|112500|5|4|1
5533406|2|3|60|112500|2|2|0
5553646|2|3|50|112500|2|2|0
5556592|2|3|95|112500|3|3|0
5573851|2|3|60|112500|6|6|0
5662572|2|3|57|112500|4|2|2
5710110|2|3|63|112500|7|6|1
5732613|2|3|73|112500|1|1|0
5791515|2|3|66|112500|4|4|0
5911945|2|3|28|112500|8|5|3
5927519|2|3|80|112500|2|2|0
5984714|2|3|60|112500|4|4|0
6079972|2|3|41|112500|7|6|1
6340267|2|3|31|112500|5|4|1
6641543|2|3|60|112500|4|4|0
6646939|2|3|65|112500|3|2|1
6663601|2|3|67|112500|4|3|1
6778111|2|3|54|112500|5|4|1
6819660|2|3|49|112500|4|2|2
6834326|2|3|52|112500|2|1|1
6869106|2|3|57|112500|2|2|0
7361849|2|3|73|112500|2|2|0
7591630|2|3|62|112500|4|4|0
7959663|2|3|50|112500|5|4|1
8113465|2|3|67|112500|4|2|2
8120084|2|3|60|112500|3|2|1
8494110|2|3|55|112500|5|5|0
8567268|2|3|61|112500|2|2|0
8766819|2|3|31|112500|5|5|1
8791521|2|3|49|112500|3|3|0
8887551|2|3|39|112500|3|2|1
8989497|2|3|62|112500|3|2|1
9087713|2|3|61|112500|4|4|0
9414908|2|3|52|112500|3|2|1
9491261|2|3|78|112500|3|3|0
9517633|2|3|60|112500|2|2|0
9586002|2|3|44|112500|||
9677995|2|3|52|112500|4|3|1
9688356|2|3|72|112500|2|2|0
9805959|2|3|39|112500|2|2|0
10092004|2|3|30|112500|2|2|0
11238898|2|3|63|112500|2|2|0
13657202|2|3|27|112500|5|3|2
382893|2|3|48|150000|2|2|0
540436|2|3|32|150000|1|1|0
754739|2|3|54|150000|5|2|3
1674153|2|3|33|150000|1|1|0
1913185|2|3|59|150000|4|4|0
2282505|2|3|102|150000|2|2|0
2324852|2|3|41|150000|||
2337555|2|3|67|150000|3|2|1
2338548|2|3|30|150000|5|5|0
2394247|2|3|31|150000|5|3|2
2616177|2|3|36|150000|1|1|0
2943712|2|3|66|150000|2|2|0
2955052|2|3|28|150000|7|6|1
2976861|2|3|30|150000|2|2|0
3033111|2|3|70|150000|5|5|0
3074201|2|3|54|150000|4|4|1
3130669|2|3|46|150000|4|3|1
3344609|2|3|25|150000|4|2|2
3384293|2|3|74|150000|5|4|1
3776110|2|3|26|150000|1|1|0
3909823|2|3|40|150000|2|2|0
4104021|2|3|73|150000|4|4|0
4141546|2|3|68|150000|2|2|0
4149231|2|3|64|150000|5|5|0
4171608|2|3|63|150000|1|1|0
4176986|2|3|71|150000|4|4|0
4180450|2|3|74|150000|2|2|0
4190965|2|3|53|150000|4|2|2
4250638|2|3|62|150000|3|3|0
4303189|2|3|58|150000|6|4|2
4325087|2|3|53|150000|4|3|1
4343856|2|3|44|150000|2|2|0
4353753|2|3|44|150000|4|2|2
4379785|2|3|63|150000|3|3|0
4431616|2|3|51|150000|4|3|1
4441932|2|3|28|150000|6|5|1
4503346|2|3|44|150000|5|2|3
4648495|2|3|54|150000|5|4|1
4668067|2|3|84|150000|2|2|0
4693946|2|3|47|150000|7|4|4
4727761|2|3|60|150000|6|6|0
4727800|2|3|66|150000|2|2|0
4742792|2|3|51|150000|4|3|1
4812582|2|3|64|150000|5|5|0
4821620|2|3|59|150000|3|3|0
4837890|2|3|30|150000|4|4|0
4840009|2|3|54|150000|4|2|2
5216932|2|3|55|150000|4|2|2
5272447|2|3|62|150000|3|2|1
5309597|2|3|49|150000|2|2|0
5359699|2|3|53|150000|4|3|1
5418879|2|3|58|150000|5|3|2
5447872|2|3|57|150000|5|4|1
5470966|2|3|68|150000|6|6|0
5480831|2|3|62|150000|4|3|1
5480996|2|3|49|150000|4|3|1
5515689|2|3|59|150000|5|5|0
5587330|2|3|50|150000|3|2|1
5644672|2|3|48|150000|2|2|0
5703247|2|3|66|150000|7|6|1
5710817|2|3|57|150000|4|4|0
5722786|2|3|54|150000|8|4|4
5729574|2|3|68|150000|6|6|0
